Rescue 4 Drowning Watchmen.	Gasping for Breath	George! I was on my way when it happened. No time to waste. A good half of the town watch was in the area that collapsed. Get in there and save as many as you can. Make sure to get them out of the water and onto shore. I'll make sure they get any aid they need. 
Travel to the West Sanctum, southwest of Falconwing Square and defeat any intruders present there. Report your findings to Ley-Keeper Velania.	Darnassian Intrusions	Besides the constant threat that the Wretched represent, I also have to deal with all kind of fictitious reports of night elf sightings. Though most reports are unfounded, one recent incident demands further investigation. The West Sanctum, one of our primary energy sources, has suffered a terrible malfunction and rumors of Darnassian sabotage are rampant. Travel there and deal with anyone that looks suspicious. Report back to Ley-Keeper Velania, who watches over the sanctum. 
Kill 5 Death's Step Miscreations at Death's Step in Eastern Plaguelands.	What I Do Best	I remember when I was young, I would sneak off into the Ghostlands and just beat up zombies for hours on end. Nobody even PAID me. I just did it. Now, look in front of you. Those are some serious zombies. I was just about to start beating them up, too. Care to join me? 
Obtain the Rod of Order from Fozruk.	Breaking the Keystone	Opening the Stones of Binding loosened much of my confinement, but a lock still holds me chained. It is the Keystone you see among this circle of stones. And the key is held by one of my captors, the stone watcher Fozruk. You must obtain that key, which the stone watchers call the Rod of Order, from Fozruk and use it to open the Keystone. George, you have done so much to aid me. Just a little more...and my gratitude will shake the very foundations of the earth! 
Destroy the Brain of Iso'rath.	Nightmare	Iso'rath's brain is revealed! The shaman you've saved should keep you somewhat safe amidst his defenses. Strike at the brain and destroy Iso'rath! 
Speak with King Anduin Wrynn at Stormwind Keep.	Joining the Alliance	We have a duty, George. It is our responsibility to spread the Tushui philosophy beyond the edges of the Wandering Isle... and there is no better place to start doing that than here: Stormwind City, heart of the Alliance. Let's find out who their leader is. We need allies. 
Eavesdrop on the Thugs out behind the farmhouse at Furlbrow's Pumpkin Farm in Westfall.	Lou's Parting Thoughts	A couple of thugs recently showed up at the farm, causin' all kinds of trouble. I don't know where they came from or who they're working for, but I KNOW they're bad news. I may have overheard 'em talkin' 'bout subjects that might interest you. If you're interested, you'll find the thugs back behind the farmhouse. If you get caught or killed, I don't know you. Never seen ya! Good luck, kid. 
Use the Murloc Leash on a Vile Fin murloc at the Whispering Shore, then return it to Sedrick Calston at Calston Estate.	Ever So Lonely	You work hard your whole life, and what do you get? Killed by a plague. Then you work even harder in undeath, and what do you get? Money, yes, and a small estate with a few pesky hangers-on, but happiness? Not so much. I'm lonely in my old age, George. I need a companion. Use this leash on one of the murlocs at the Whispering Shore to the northwest. You'll have to weaken it first before it can be leashed. Then bring it back to me. 
Plant one of Sambino's modified totems in the sand of Silver Tide Trench.	Totem Modification	Okay, I'll let you in on the real work, since you're looking at me so desperately. This rock is untapped! It's probably richer than a trade prince during a great war! I need samples. More samples. Samples from everywhere! I've modified my earth totems to drill through the sand and store samples of the rock underneath. Go find a nice spot and plant one. The shaking and rumbling will probably attract all the cute, curious wildlife, so maybe you can make some friends while you're at it. 
Find Samir and Mack.	Ain't Too Proud to Beg	Now that you've brought me to safety, I'm afraid I must impose upon your kindness just a bit further. The captain of our ship, Samir, is still out there. Mack too. I'm sure they made it to the sea floor but beyond that I didn't see what became of them. I simply couldn't get by in a place like this without their help. I lost sight of them in a clump of kelp west of where you found me. Please hurry! They couldn't have gotten far... 
Secure the Eastern Ley Line and Western Ley Line beneath Karazhan.	Holding the Lines	Karazhan sits upon a confluence of ley lines. It's why this location was chosen for the tower in the first place... a fact that has not escaped the Legion's notice. If the demons are tapping into these lines of power, they must need their energy for something particularly menacing. You must cut off their access to the ley lines if we're to have a chance of retaking the tower, George. 
Take the Head of Warden Stillwater.	A Blight Upon the Land	With the undead outbreak contained, the time has come for Stillwater and his followers to answer for their crimes. Though we averted a tragedy the likes of which has not been seen since the Scourge invaded, we must ensure that such a thing can never happen again. They will all face true death! Come, George! I will have Stillwater's head! 
Mount a Vermillion Vanguard. Slay 8 Twilight Shadowdrakes.	Battle of Life and Death	Alexstrasza and Deathwing have taken into the skies over Grim Batol! Her plan unravels - the Dragon Queen is outside the Circle of Life she prepared earlier. We'll need to support her with everything we've got. Hurry! Climb aboard one of the Vermillion Vanguard behind me. If we find any Twilight Drakes aiding Deathwing, we will need to kill them off. Mount up, quickly! 
Kill 10 Worgen Renegades.	The Gilneas Liberation Front	The battle over this region still rages, Georgenub. Although we soundly beat back the Gilnean defenses and took Gilneas for the Horde, a small group of rebels managed to escape. The ""Gilneas Liberation Front"" - as they call themselves - make attacks of opportunity against our forces in the field. The rebels have had a few minor victories and now grow brazen in their assaults! The time to strike back is now, Georgenub. Venture south into the wilds of Silverpine and kill any rebel that you cross. 
Bring Zen'Kiki to the Malicia Outpost in Western Plaguelands, then break 4 Captive Plaguebears out of their cages and allow Zen'Kiki to heal them.	Zen'Kiki and the Cultists	While you've been away, I've been trying a different approach on our friend Zen'Kiki. I believe he may have a future as a healer. This is mainly because healing spells never miss. I hear from Field Agent Kaartish that the cultist camp to the east is where the plagued animals are coming from. I hope you don't mind escorting Zen'Kiki over there... perhaps he can help heal some of the plagued animals within the camp. 
Apothecary Thedra in Eversong Woods wants you to bring her 4 Plagued Blood Samples from beasts in the Ghostlands.	The Fallen Courier	What are you standing around for? Can't you see this boy needs immediate attention? By the looks of it, the plague is beginning to take over his body. Within minutes not even a master apothecary like me will be able to save him. The animals south of the river all carry the plague in their blood. Go across the bridge and hunt the plagued beasts there. Bring me enough plagued blood samples and I'll distill a serum capable of saving this blood elf. Hurry! 
Capture Commander Lorna Crowley and return her to Lady Sylvanas Windrunner at the Forsaken Front in Silverpine Forest.	On Her Majesty's Secret Service	Lorna Crowley, daughter of Lord Darius Crowley, is currently at the Gilneas Liberation Front camp, located near the Greymane Wall, to the southeast. Our primary mission is to infiltrate the camp and capture her alive. The Dark Lady believes that she will be able to use Lorna as a bargaining chip against Crowley. I say we just kill her and bring her back as Forsaken, but we must do as the Dark Lady commands. We must hurry before the rest of the Alliance forces arrive. 
